GISJOIN,COUNTY,COUNTYA,TRACTA,BLKGRPA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,AH1PE001
GIS Join Match Code,County Name,County Code,Census Tract Code,Block Group Code,Estimates: Area Name,Estimates: Total,Estimates: Not Hispanic or Latino,Estimates: Not Hispanic or Latino: White alone,Estimates: Not Hispanic or Latino: Black or African American alone,Estimates: Not Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Not Hispanic or Latino: Asian alone,Estimates: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Not Hispanic or Latino: Some other race alone,Estimates: Not Hispanic or Latino: Two or more races,Estimates: Not Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Not Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Hispanic or Latino,Estimates: Hispanic or Latino: White alone,Estimates: Hispanic or Latino: Black or African American alone,Estimates: Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Hispanic or Latino: Asian alone,Estimates: Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Hispanic or Latino: Some other race alone,Estimates: Hispanic or Latino: Two or more races,Estimates: Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
G06004101022031,Marin County,41,102203,1,"Block Group 1, Census Tract 1022.03, Marin County, California",2532,1241,772,141,0,0,0,111,217,0,217,1291,179,0,0,0,0,1076,36,36,0,59096
G06004101022032,Marin County,41,102203,2,"Block Group 2, Census Tract 1022.03, Marin County, California",1648,1180,933,42,0,64,12,22,107,0,107,468,199,0,0,0,0,269,0,0,0,82284
G06004101022033,Marin County,41,102203,3,"Block Group 3, Census Tract 1022.03, Marin County, California",1557,1301,999,61,0,215,0,0,26,0,26,256,69,0,0,12,0,96,79,62,17,73155
G06004101031001,Marin County,41,103100,1,"Block Group 1, Census Tract 1031, Marin County, California",2313,2266,2185,0,0,14,0,0,67,0,67,47,47,0,0,0,0,0,0,0,0,86818
G06004101031002,Marin County,41,103100,2,"Block Group 2, Census Tract 1031, Marin County, California",1820,1678,1296,0,0,155,0,0,227,0,227,142,124,0,0,0,0,4,14,14,0,132917
G06004101031003,Marin County,41,103100,3,"Block Group 3, Census Tract 1031, Marin County, California",1935,1854,1662,20,0,106,0,0,66,0,66,81,64,0,0,0,0,0,17,17,0,156667
G06004101031004,Marin County,41,103100,4,"Block Group 4, Census Tract 1031, Marin County, California",1730,1617,1311,98,21,101,10,0,76,0,76,113,113,0,0,0,0,0,0,0,0,153500
G06004101032001,Marin County,41,103200,1,"Block Group 1, Census Tract 1032, Marin County, California",1372,891,677,0,0,158,0,37,19,0,19,481,412,0,0,0,0,69,0,0,0,63071
G06004101032002,Marin County,41,103200,2,"Block Group 2, Census Tract 1032, Marin County, California",2669,2051,1512,80,39,233,0,33,154,0,154,618,282,0,0,0,0,323,13,0,13,64698
G06004101032003,Marin County,41,103200,3,"Block Group 3, Census Tract 1032, Marin County, California",3071,2880,2451,45,4,196,0,0,184,0,184,191,86,0,0,0,0,72,33,25,8,148237
G06004101041011,Marin County,41,104101,1,"Block Group 1, Census Tract 1041.01, Marin County, California",1604,1404,1379,12,0,13,0,0,0,0,0,200,198,0,0,0,0,2,0,0,0,66000
G06004101041012,Marin County,41,104101,2,"Block Group 2, Census Tract 1041.01, Marin County, California",1555,1379,1107,132,0,29,0,0,111,0,111,176,52,0,0,0,0,124,0,0,0,118469
G06004101041013,Marin County,41,104101,3,"Block Group 3, Census Tract 1041.01, Marin County, California",2190,1870,1612,0,20,227,0,0,11,11,0,320,293,0,0,0,0,11,16,0,16,98031
G06004101041014,Marin County,41,104101,4,"Block Group 4, Census Tract 1041.01, Marin County, California",2486,1658,1085,107,0,291,17,87,71,0,71,828,60,0,0,0,0,658,110,73,37,73686
G06004101041021,Marin County,41,104102,1,"Block Group 1, Census Tract 1041.02, Marin County, California",1776,1617,1216,95,6,242,0,19,39,0,39,159,124,0,0,0,0,17,18,0,18,90653
G06004101041022,Marin County,41,104102,2,"Block Group 2, Census Tract 1041.02, Marin County, California",3845,2163,1457,45,14,361,0,148,138,0,138,1682,625,0,0,0,0,1037,20,0,20,70500
G06004101042001,Marin County,41,104200,1,"Block Group 1, Census Tract 1042, Marin County, California",2121,1855,1621,55,0,59,0,0,120,0,120,266,88,63,0,0,0,84,31,31,0,138026
G06004101042002,Marin County,41,104200,2,"Block Group 2, Census Tract 1042, Marin County, California",2174,1578,1271,63,0,139,0,86,19,0,19,596,156,0,0,0,0,413,27,27,0,85488
G06004101042003,Marin County,41,104200,3,"Block Group 3, Census Tract 1042, Marin County, California",1512,1476,1247,0,0,96,0,0,133,0,133,36,36,0,0,0,0,0,0,0,0,79722
G06004101043001,Marin County,41,104300,1,"Block Group 1, Census Tract 1043, Marin County, California",1635,1583,1372,23,11,113,0,15,49,0,49,52,32,0,0,0,0,6,14,14,0,102768
G06004101050001,Marin County,41,105000,1,"Block Group 1, Census Tract 1050, Marin County, California",2915,1783,976,177,0,194,0,304,132,0,132,1132,605,0,0,0,0,527,0,0,0,46702
G06004101050002,Marin County,41,105000,2,"Block Group 2, Census Tract 1050, Marin County, California",3666,3465,2673,50,0,535,12,0,195,0,195,201,201,0,0,0,0,0,0,0,0,144363
G06004101060011,Marin County,41,106001,1,"Block Group 1, Census Tract 1060.01, Marin County, California",376,137,120,0,0,17,0,0,0,0,0,239,23,0,0,23,0,193,0,0,0,42153
G06004101060012,Marin County,41,106001,2,"Block Group 2, Census Tract 1060.01, Marin County, California",2417,1916,1446,245,0,155,0,0,70,0,70,501,288,0,0,0,0,79,134,112,22,89010
G06004101060013,Marin County,41,106001,3,"Block Group 3, Census Tract 1060.01, Marin County, California",1569,1473,925,108,0,183,0,0,257,17,240,96,20,0,0,0,5,61,10,10,0,70417
G06004101060021,Marin County,41,106002,1,"Block Group 1, Census Tract 1060.02, Marin County, California",2628,2265,1698,27,0,286,0,174,80,0,80,363,83,0,0,0,0,254,26,0,26,90179
G06004101060022,Marin County,41,106002,2,"Block Group 2, Census Tract 1060.02, Marin County, California",2256,2142,1758,38,0,41,0,0,305,99,206,114,6,0,0,0,0,108,0,0,0,104973
G06004101060023,Marin County,41,106002,3,"Block Group 3, Census Tract 1060.02, Marin County, California",1345,1185,948,7,0,227,0,0,3,0,3,160,23,0,0,0,0,43,94,94,0,110978
G06004101070001,Marin County,41,107000,1,"Block Group 1, Census Tract 1070, Marin County, California",1755,1592,1496,0,0,96,0,0,0,0,0,163,50,0,0,0,0,113,0,0,0,133770
G06004101070002,Marin County,41,107000,2,"Block Group 2, Census Tract 1070, Marin County, California",975,935,815,0,0,104,0,0,16,0,16,40,40,0,0,0,0,0,0,0,0,163667
G06004101070003,Marin County,41,107000,3,"Block Group 3, Census Tract 1070, Marin County, California",789,726,678,10,0,23,0,0,15,0,15,63,63,0,0,0,0,0,0,0,0,94653
G06004101070004,Marin County,41,107000,4,"Block Group 4, Census Tract 1070, Marin County, California",1757,1671,1656,0,0,15,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0,123185
G06004101070005,Marin County,41,107000,5,"Block Group 5, Census Tract 1070, Marin County, California",1895,1636,1236,0,0,308,0,0,92,0,92,259,34,0,0,0,131,79,15,0,15,103629
G06004101081001,Marin County,41,108100,1,"Block Group 1, Census Tract 1081, Marin County, California",2993,2781,2412,28,0,222,0,0,119,0,119,212,171,0,0,0,0,33,8,8,0,146196
G06004101081002,Marin County,41,108100,2,"Block Group 2, Census Tract 1081, Marin County, California",704,569,551,0,0,0,0,0,18,0,18,135,22,0,0,0,0,22,91,72,19,81174
G06004101081003,Marin County,41,108100,3,"Block Group 3, Census Tract 1081, Marin County, California",1278,1204,1115,0,0,46,0,0,43,0,43,74,2,0,1,0,0,0,71,71,0,85663
G06004101081004,Marin County,41,108100,4,"Block Group 4, Census Tract 1081, Marin County, California",1864,1686,1425,1,0,29,119,0,112,0,112,178,178,0,0,0,0,0,0,0,0,139226
G06004101082001,Marin County,41,108200,1,"Block Group 1, Census Tract 1082, Marin County, California",1593,1261,790,0,0,319,0,30,122,0,122,332,91,0,0,0,0,228,13,0,13,118802
G06004101082002,Marin County,41,108200,2,"Block Group 2, Census Tract 1082, Marin County, California",2563,2133,1612,26,47,161,0,28,259,25,234,430,101,0,0,11,0,275,43,27,16,61377
G06004101082003,Marin County,41,108200,3,"Block Group 3, Census Tract 1082, Marin County, California",1621,1307,865,0,0,384,0,0,58,44,14,314,59,0,0,0,0,255,0,0,0,89609
G06004101082004,Marin County,41,108200,4,"Block Group 4, Census Tract 1082, Marin County, California",599,529,468,0,0,61,0,0,0,0,0,70,22,0,0,0,0,12,36,36,0,164667
G06004101090011,Marin County,41,109001,1,"Block Group 1, Census Tract 1090.01, Marin County, California",1162,802,613,14,0,85,0,65,25,0,25,360,114,0,0,0,0,229,17,17,0,100114
G06004101090012,Marin County,41,109001,2,"Block Group 2, Census Tract 1090.01, Marin County, California",1378,1308,1032,57,0,7,0,0,212,0,212,70,70,0,0,0,0,0,0,0,0,144141
G06004101090013,Marin County,41,109001,3,"Block Group 3, Census Tract 1090.01, Marin County, California",1871,1077,879,9,0,86,0,0,103,0,103,794,335,0,0,0,0,452,7,7,0,56658
G06004101090021,Marin County,41,109002,1,"Block Group 1, Census Tract 1090.02, Marin County, California",1401,1345,1291,0,0,30,0,0,24,0,24,56,51,0,0,0,0,5,0,0,0,110150
G06004101090022,Marin County,41,109002,2,"Block Group 2, Census Tract 1090.02, Marin County, California",1899,1796,1679,30,0,37,0,0,50,0,50,103,76,0,0,0,0,27,0,0,0,90750
G06004101090023,Marin County,41,109002,3,"Block Group 3, Census Tract 1090.02, Marin County, California",829,744,701,0,0,23,0,0,20,0,20,85,81,0,0,0,0,0,4,0,4,130469
G06004101101001,Marin County,41,110100,1,"Block Group 1, Census Tract 1101, Marin County, California",2030,1943,1443,214,0,156,0,35,95,0,95,87,7,7,0,16,0,15,42,0,42,143750
G06004101101002,Marin County,41,110100,2,"Block Group 2, Census Tract 1101, Marin County, California",2177,1880,1527,40,0,277,0,0,36,0,36,297,256,6,0,10,0,18,7,0,7,123864
G06004101101003,Marin County,41,110100,3,"Block Group 3, Census Tract 1101, Marin County, California",1719,1319,1080,140,0,53,0,0,46,0,46,400,85,0,0,0,0,315,0,0,0,48517
G06004101102001,Marin County,41,110200,1,"Block Group 1, Census Tract 1102, Marin County, California",2383,2339,2049,22,28,112,0,0,128,0,128,44,44,0,0,0,0,0,0,0,0,168047
G06004101102002,Marin County,41,110200,2,"Block Group 2, Census Tract 1102, Marin County, California",809,792,690,0,0,61,0,0,41,0,41,17,17,0,0,0,0,0,0,0,0,153819
G06004101102003,Marin County,41,110200,3,"Block Group 3, Census Tract 1102, Marin County, California",1704,1676,1578,0,0,75,0,23,0,0,0,28,28,0,0,0,0,0,0,0,0,124931
G06004101110001,Marin County,41,111000,1,"Block Group 1, Census Tract 1110, Marin County, California",1149,1023,795,185,0,25,0,0,18,3,15,126,126,0,0,0,0,0,0,0,0,
G06004101110002,Marin County,41,111000,2,"Block Group 2, Census Tract 1110, Marin County, California",909,476,400,9,0,5,0,0,62,0,62,433,20,0,0,0,0,350,63,0,63,67241
G06004101110003,Marin County,41,111000,3,"Block Group 3, Census Tract 1110, Marin County, California",1617,1277,1214,0,0,44,0,0,19,0,19,340,278,0,0,0,0,0,62,62,0,112500
G06004101110004,Marin County,41,111000,4,"Block Group 4, Census Tract 1110, Marin County, California",2168,1499,1361,63,0,8,0,35,32,0,32,669,253,0,0,0,0,409,7,7,0,100500
G06004101121001,Marin County,41,112100,1,"Block Group 1, Census Tract 1121, Marin County, California",1946,556,409,21,0,69,0,27,30,0,30,1390,321,0,0,0,0,1069,0,0,0,35500
G06004101121002,Marin County,41,112100,2,"Block Group 2, Census Tract 1121, Marin County, California",1100,903,816,31,0,35,0,9,12,0,12,197,144,0,0,0,0,53,0,0,0,137125
G06004101121003,Marin County,41,112100,3,"Block Group 3, Census Tract 1121, Marin County, California",764,670,634,0,0,26,0,0,10,0,10,94,62,9,0,0,0,23,0,0,0,64957
G06004101121004,Marin County,41,112100,4,"Block Group 4, Census Tract 1121, Marin County, California",1022,989,813,15,0,81,0,0,80,12,68,33,17,0,0,0,0,16,0,0,0,104505
G06004101122011,Marin County,41,112201,1,"Block Group 1, Census Tract 1122.01, Marin County, California",4739,858,330,105,6,168,0,190,59,0,59,3881,654,158,65,4,0,2902,98,27,71,36016
G06004101122012,Marin County,41,112201,2,"Block Group 2, Census Tract 1122.01, Marin County, California",2961,273,61,0,0,110,0,102,0,0,0,2688,794,0,79,0,0,1815,0,0,0,33220
G06004101122021,Marin County,41,112202,1,"Block Group 1, Census Tract 1122.02, Marin County, California",3360,1415,702,14,0,490,0,195,14,0,14,1945,819,28,0,0,0,1010,88,82,6,61507
G06004101122022,Marin County,41,112202,2,"Block Group 2, Census Tract 1122.02, Marin County, California",1247,221,128,0,0,65,0,0,28,0,28,1026,174,0,0,0,0,843,9,9,0,
G06004101130001,Marin County,41,113000,1,"Block Group 1, Census Tract 1130, Marin County, California",907,893,883,0,0,0,0,0,10,0,10,14,14,0,0,0,0,0,0,0,0,88977
G06004101130002,Marin County,41,113000,2,"Block Group 2, Census Tract 1130, Marin County, California",1111,1089,1065,0,24,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,94583
G06004101130003,Marin County,41,113000,3,"Block Group 3, Census Tract 1130, Marin County, California",1028,913,787,0,0,0,0,0,126,0,126,115,62,0,0,0,0,23,30,0,30,76488
G06004101130004,Marin County,41,113000,4,"Block Group 4, Census Tract 1130, Marin County, California",762,667,662,5,0,0,0,0,0,0,0,95,90,0,0,0,0,0,5,0,5,106532
G06004101141001,Marin County,41,114100,1,"Block Group 1, Census Tract 1141, Marin County, California",2153,1949,1727,2,0,65,0,0,155,0,155,204,204,0,0,0,0,0,0,0,0,120000
G06004101141002,Marin County,41,114100,2,"Block Group 2, Census Tract 1141, Marin County, California",1410,1363,1270,0,0,13,0,0,80,0,80,47,47,0,0,0,0,0,0,0,0,111438
G06004101141003,Marin County,41,114100,3,"Block Group 3, Census Tract 1141, Marin County, California",1709,1621,1400,0,0,185,0,0,36,0,36,88,55,0,16,0,0,17,0,0,0,100536
G06004101142001,Marin County,41,114200,1,"Block Group 1, Census Tract 1142, Marin County, California",2007,1814,1717,14,0,22,0,0,61,0,61,193,176,0,0,0,0,8,9,0,9,79868
G06004101142002,Marin County,41,114200,2,"Block Group 2, Census Tract 1142, Marin County, California",1175,956,817,0,0,94,0,0,45,0,45,219,109,0,16,0,0,0,94,20,74,95368
G06004101150001,Marin County,41,115000,1,"Block Group 1, Census Tract 1150, Marin County, California",2582,2472,2267,0,2,114,0,0,89,0,89,110,32,0,0,0,0,3,75,75,0,139167
G06004101150002,Marin County,41,115000,2,"Block Group 2, Census Tract 1150, Marin County, California",1368,1298,1196,19,0,37,0,0,46,0,46,70,11,0,0,12,0,0,47,0,47,214048
G06004101150003,Marin County,41,115000,3,"Block Group 3, Census Tract 1150, Marin County, California",1711,1493,1349,0,0,115,0,0,29,0,29,218,158,0,0,0,0,0,60,60,0,155268
G06004101150004,Marin County,41,115000,4,"Block Group 4, Census Tract 1150, Marin County, California",1670,1670,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115833
G06004101160001,Marin County,41,116000,1,"Block Group 1, Census Tract 1160, Marin County, California",1816,1736,1623,0,0,30,0,11,72,10,62,80,80,0,0,0,0,0,0,0,0,117083
G06004101160002,Marin County,41,116000,2,"Block Group 2, Census Tract 1160, Marin County, California",1383,1364,1258,32,0,45,0,0,29,0,29,19,19,0,0,0,0,0,0,0,0,135565
G06004101170001,Marin County,41,117000,1,"Block Group 1, Census Tract 1170, Marin County, California",1195,1175,1053,14,0,22,0,0,86,0,86,20,20,0,0,0,0,0,0,0,0,96838
G06004101170002,Marin County,41,117000,2,"Block Group 2, Census Tract 1170, Marin County, California",801,801,734,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152396
G06004101170003,Marin County,41,117000,3,"Block Group 3, Census Tract 1170, Marin County, California",1373,1318,1229,0,0,60,0,0,29,0,29,55,55,0,0,0,0,0,0,0,0,147232
G06004101170004,Marin County,41,117000,4,"Block Group 4, Census Tract 1170, Marin County, California",1055,913,848,36,0,16,0,13,0,0,0,142,64,0,0,0,0,53,25,0,25,65804
G06004101181001,Marin County,41,118100,1,"Block Group 1, Census Tract 1181, Marin County, California",829,786,697,53,0,5,26,0,5,0,5,43,31,0,0,0,0,12,0,0,0,203889
G06004101181002,Marin County,41,118100,2,"Block Group 2, Census Tract 1181, Marin County, California",1504,1478,1394,10,0,61,0,0,13,0,13,26,12,0,0,0,0,5,9,9,0,197222
G06004101191001,Marin County,41,119100,1,"Block Group 1, Census Tract 1191, Marin County, California",743,726,678,0,0,38,0,0,10,0,10,17,17,0,0,0,0,0,0,0,0,250001
G06004101191002,Marin County,41,119100,2,"Block Group 2, Census Tract 1191, Marin County, California",1086,1022,986,0,0,0,0,0,36,0,36,64,64,0,0,0,0,0,0,0,0,163603
G06004101191003,Marin County,41,119100,3,"Block Group 3, Census Tract 1191, Marin County, California",921,850,831,0,0,9,0,10,0,0,0,71,67,0,0,0,0,0,4,0,4,104355
G06004101191004,Marin County,41,119100,4,"Block Group 4, Census Tract 1191, Marin County, California",1346,1334,1309,0,0,20,0,0,5,0,5,12,0,0,0,0,0,12,0,0,0,210667
G06004101191005,Marin County,41,119100,5,"Block Group 5, Census Tract 1191, Marin County, California",1014,997,984,0,0,0,0,0,13,0,13,17,17,0,0,0,0,0,0,0,0,250001
G06004101192011,Marin County,41,119201,1,"Block Group 1, Census Tract 1192.01, Marin County, California",1472,1117,965,49,0,83,0,0,20,0,20,355,100,0,0,0,0,234,21,0,21,68056
G06004101192012,Marin County,41,119201,2,"Block Group 2, Census Tract 1192.01, Marin County, California",451,396,317,0,0,35,0,0,44,0,44,55,49,0,0,6,0,0,0,0,0,101438
G06004101192013,Marin County,41,119201,3,"Block Group 3, Census Tract 1192.01, Marin County, California",1437,1292,1150,30,0,107,0,0,5,0,5,145,100,0,8,0,0,37,0,0,0,84259
G06004101192021,Marin County,41,119202,1,"Block Group 1, Census Tract 1192.02, Marin County, California",1776,1631,1479,12,0,45,0,0,95,0,95,145,145,0,0,0,0,0,0,0,0,186111
G06004101192022,Marin County,41,119202,2,"Block Group 2, Census Tract 1192.02, Marin County, California",1758,1717,1515,68,0,94,0,24,16,0,16,41,38,0,0,0,0,3,0,0,0,190781
G06004101200001,Marin County,41,120000,1,"Block Group 1, Census Tract 1200, Marin County, California",969,963,786,22,0,62,0,56,37,0,37,6,6,0,0,0,0,0,0,0,0,133451
G06004101200002,Marin County,41,120000,2,"Block Group 2, Census Tract 1200, Marin County, California",890,890,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131458
G06004101200003,Marin County,41,120000,3,"Block Group 3, Census Tract 1200, Marin County, California",1661,1644,1504,27,33,26,0,0,54,0,54,17,0,0,0,17,0,0,0,0,0,69755
G06004101200004,Marin County,41,120000,4,"Block Group 4, Census Tract 1200, Marin County, California",1605,1350,1101,23,0,182,0,0,44,0,44,255,255,0,0,0,0,0,0,0,0,103077
G06004101200005,Marin County,41,120000,5,"Block Group 5, Census Tract 1200, Marin County, California",1100,1100,958,0,0,51,0,0,91,0,91,0,0,0,0,0,0,0,0,0,0,94375
G06004101211001,Marin County,41,121100,1,"Block Group 1, Census Tract 1211, Marin County, California",1565,1348,1157,49,0,34,0,65,43,43,0,217,217,0,0,0,0,0,0,0,0,165293
G06004101211002,Marin County,41,121100,2,"Block Group 2, Census Tract 1211, Marin County, California",737,737,594,0,0,29,0,0,114,0,114,0,0,0,0,0,0,0,0,0,0,149402
G06004101211003,Marin County,41,121100,3,"Block Group 3, Census Tract 1211, Marin County, California",1608,1133,909,30,0,154,0,0,40,0,40,475,229,0,0,0,0,246,0,0,0,109600
G06004101211004,Marin County,41,121100,4,"Block Group 4, Census Tract 1211, Marin County, California",789,776,691,0,0,16,0,69,0,0,0,13,13,0,0,0,0,0,0,0,0,78309
G06004101211005,Marin County,41,121100,5,"Block Group 5, Census Tract 1211, Marin County, California",657,639,612,0,0,13,0,0,14,0,14,18,18,0,0,0,0,0,0,0,0,220208
G06004101212001,Marin County,41,121200,1,"Block Group 1, Census Tract 1212, Marin County, California",1285,1216,1131,15,0,62,0,0,8,0,8,69,69,0,0,0,0,0,0,0,0,162400
G06004101212002,Marin County,41,121200,2,"Block Group 2, Census Tract 1212, Marin County, California",2261,1913,1356,71,4,278,5,15,184,0,184,348,140,0,0,0,13,144,51,43,8,76182
G06004101212003,Marin County,41,121200,3,"Block Group 3, Census Tract 1212, Marin County, California",1961,1937,1659,0,0,199,0,57,22,0,22,24,0,0,0,0,0,24,0,0,0,133906
G06004101212004,Marin County,41,121200,4,"Block Group 4, Census Tract 1212, Marin County, California",731,731,685,0,0,6,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,139583
G06004101220001,Marin County,41,122000,1,"Block Group 1, Census Tract 1220, Marin County, California",2816,1767,456,838,56,73,36,0,308,0,308,1049,38,0,0,4,9,856,142,102,40,
G06004101230001,Marin County,41,123000,1,"Block Group 1, Census Tract 1230, Marin County, California",760,737,663,0,0,27,0,0,47,0,47,23,23,0,0,0,0,0,0,0,0,224107
G06004101230002,Marin County,41,123000,2,"Block Group 2, Census Tract 1230, Marin County, California",1400,1317,1229,0,0,50,0,0,38,0,38,83,83,0,0,0,0,0,0,0,0,209327
G06004101241001,Marin County,41,124100,1,"Block Group 1, Census Tract 1241, Marin County, California",1363,1290,972,0,0,124,0,46,148,0,148,73,0,0,0,0,0,15,58,58,0,159013
G06004101241002,Marin County,41,124100,2,"Block Group 2, Census Tract 1241, Marin County, California",1155,1000,812,0,0,89,0,57,42,0,42,155,155,0,0,0,0,0,0,0,0,169659
G06004101241003,Marin County,41,124100,3,"Block Group 3, Census Tract 1241, Marin County, California",506,455,421,0,0,34,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,126765
G06004101241004,Marin County,41,124100,4,"Block Group 4, Census Tract 1241, Marin County, California",2464,2101,1956,0,0,43,0,31,71,0,71,363,202,0,0,0,0,0,161,0,161,139650
G06004101242001,Marin County,41,124200,1,"Block Group 1, Census Tract 1242, Marin County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G06004101242002,Marin County,41,124200,2,"Block Group 2, Census Tract 1242, Marin County, California",927,763,733,0,0,18,12,0,0,0,0,164,164,0,0,0,0,0,0,0,0,148750
G06004101242003,Marin County,41,124200,3,"Block Group 3, Census Tract 1242, Marin County, California",1338,1306,1174,25,25,82,0,0,0,0,0,32,0,0,0,0,0,18,14,0,14,158333
G06004101242004,Marin County,41,124200,4,"Block Group 4, Census Tract 1242, Marin County, California",2021,1938,1764,34,0,7,0,58,75,0,75,83,60,0,0,0,0,23,0,0,0,250001
G06004101242005,Marin County,41,124200,5,"Block Group 5, Census Tract 1242, Marin County, California",1625,1490,1244,0,0,98,0,0,148,0,148,135,105,0,0,0,0,0,30,0,30,116971
G06004101250001,Marin County,41,125000,1,"Block Group 1, Census Tract 1250, Marin County, California",1257,1203,1072,0,0,103,0,0,28,0,28,54,38,0,0,0,0,16,0,0,0,121705
G06004101250002,Marin County,41,125000,2,"Block Group 2, Census Tract 1250, Marin County, California",1538,1404,1060,11,0,261,25,0,47,0,47,134,75,0,0,9,21,24,5,0,5,72045
G06004101250003,Marin County,41,125000,3,"Block Group 3, Census Tract 1250, Marin County, California",1675,1496,1189,25,0,229,0,0,53,18,35,179,104,0,0,26,0,28,21,0,21,99018
G06004101261001,Marin County,41,126100,1,"Block Group 1, Census Tract 1261, Marin County, California",1579,1416,1376,0,0,11,0,0,29,0,29,163,163,0,0,0,0,0,0,0,0,159397
G06004101261002,Marin County,41,126100,2,"Block Group 2, Census Tract 1261, Marin County, California",1525,1372,1177,0,0,76,0,0,119,0,119,153,13,0,0,0,0,0,140,0,140,173250
G06004101261003,Marin County,41,126100,3,"Block Group 3, Census Tract 1261, Marin County, California",1042,1017,979,0,0,20,0,0,18,0,18,25,25,0,0,0,0,0,0,0,0,187143
G06004101261004,Marin County,41,126100,4,"Block Group 4, Census Tract 1261, Marin County, California",909,891,854,0,0,23,0,0,14,0,14,18,18,0,0,0,0,0,0,0,0,186188
G06004101261005,Marin County,41,126100,5,"Block Group 5, Census Tract 1261, Marin County, California",1108,1076,866,0,0,67,0,0,143,0,143,32,0,0,0,0,0,0,32,0,32,250001
G06004101262001,Marin County,41,126200,1,"Block Group 1, Census Tract 1262, Marin County, California",1932,1734,1690,9,0,11,0,24,0,0,0,198,115,0,41,0,0,42,0,0,0,113672
G06004101262002,Marin County,41,126200,2,"Block Group 2, Census Tract 1262, Marin County, California",1733,1545,1432,0,0,95,0,0,18,0,18,188,138,0,46,0,0,4,0,0,0,71905
G06004101262003,Marin County,41,126200,3,"Block Group 3, Census Tract 1262, Marin County, California",799,638,411,0,0,200,0,0,27,0,27,161,79,25,0,0,0,0,57,0,57,96528
G06004101270001,Marin County,41,127000,1,"Block Group 1, Census Tract 1270, Marin County, California",1127,1088,951,0,0,95,0,0,42,14,28,39,39,0,0,0,0,0,0,0,0,120538
G06004101270002,Marin County,41,127000,2,"Block Group 2, Census Tract 1270, Marin County, California",644,510,479,0,0,31,0,0,0,0,0,134,134,0,0,0,0,0,0,0,0,94301
G06004101270003,Marin County,41,127000,3,"Block Group 3, Census Tract 1270, Marin County, California",628,628,503,0,0,17,0,0,108,0,108,0,0,0,0,0,0,0,0,0,0,250001
G06004101270004,Marin County,41,127000,4,"Block Group 4, Census Tract 1270, Marin County, California",844,792,692,0,0,0,0,0,100,0,100,52,41,0,0,0,0,0,11,0,11,195441
G06004101270005,Marin County,41,127000,5,"Block Group 5, Census Tract 1270, Marin County, California",1303,1249,1180,0,0,29,0,0,40,0,40,54,44,0,0,0,0,10,0,0,0,159236
G06004101281001,Marin County,41,128100,1,"Block Group 1, Census Tract 1281, Marin County, California",2273,2189,1994,0,0,190,0,0,5,0,5,84,0,0,0,0,0,62,22,22,0,163056
G06004101281002,Marin County,41,128100,2,"Block Group 2, Census Tract 1281, Marin County, California",1627,1627,1390,0,0,121,0,0,116,0,116,0,0,0,0,0,0,0,0,0,0,134293
G06004101281003,Marin County,41,128100,3,"Block Group 3, Census Tract 1281, Marin County, California",2576,2449,2158,0,0,133,0,30,128,0,128,127,127,0,0,0,0,0,0,0,0,158333
G06004101282001,Marin County,41,128200,1,"Block Group 1, Census Tract 1282, Marin County, California",529,515,507,0,0,8,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,94091
G06004101282002,Marin County,41,128200,2,"Block Group 2, Census Tract 1282, Marin County, California",2145,2053,1913,21,0,88,0,0,31,0,31,92,83,0,0,0,0,9,0,0,0,168583
G06004101282003,Marin County,41,128200,3,"Block Group 3, Census Tract 1282, Marin County, California",2048,1915,1569,127,0,179,0,0,40,0,40,133,93,0,0,0,0,0,40,0,40,161417
G06004101290001,Marin County,41,129000,1,"Block Group 1, Census Tract 1290, Marin County, California",1192,913,347,362,0,164,0,0,40,0,40,279,54,0,0,0,12,153,60,17,43,35964
